fips,Agriculture,Mining,Construction,Manufacturing,Retail,Finance,Professional Services,Health Care,Government
01000,11484.0,6038.0,106838.0,284264.0,241393.0,75294.0,128735.0,300511.0,130216.0
01001,100.0,56.0,572.0,1960.0,1698.0,367.0,0.0,1641.0,216.0
01003,649.0,70.0,5858.0,4089.0,15032.0,2054.0,3074.0,11001.0,4544.0
01005,0.0,0.0,146.0,2100.0,891.0,146.0,5.0,0.0,768.0
01007,0.0,0.0,757.0,556.0,608.0,75.0,70.0,505.0,417.0
01009,0.0,0.0,664.0,1352.0,1276.0,230.0,194.0,0.0,603.0
01011,0.0,0.0,0.0,0.0,216.0,33.0,0.0,443.0,181.0
01013,202.0,0.0,227.0,1267.0,876.0,115.0,114.0,0.0,353.0
01015,0.0,0.0,1139.0,6654.0,6005.0,821.0,1094.0,6124.0,5038.0
01017,197.0,0.0,246.0,2718.0,1089.0,120.0,206.0,791.0,569.0
01019,189.0,0.0,105.0,689.0,946.0,115.0,105.0,0.0,279.0
01021,0.0,0.0,547.0,1707.0,1548.0,225.0,0.0,37.0,670.0
01023,189.0,15.0,0.0,0.0,316.0,71.0,68.0,0.0,146.0
01025,0.0,0.0,163.0,1829.0,1328.0,269.0,5.0,868.0,694.0
01027,61.0,0.0,36.0,2147.0,285.0,0.0,51.0,0.0,221.0
01029,0.0,0.0,456.0,461.0,463.0,60.0,32.0,270.0,127.0
01031,362.0,0.0,433.0,3791.0,2519.0,302.0,629.0,2277.0,1055.0
01033,53.0,141.0,1736.0,6239.0,3217.0,743.0,0.0,3147.0,1131.0
01035,105.0,49.0,87.0,562.0,315.0,39.0,0.0,0.0,91.0
01037,14.0,0.0,35.0,571.0,121.0,0.0,27.0,0.0,175.0
01039,0.0,0.0,559.0,1662.0,1894.0,346.0,247.0,1895.0,692.0
01041,0.0,0.0,117.0,784.0,283.0,88.0,32.0,0.0,245.0
01043,349.0,9.0,1592.0,6533.0,4201.0,731.0,605.0,4153.0,1590.0
01045,0.0,0.0,708.0,3996.0,1721.0,233.0,23.0,1644.0,2329.0
01047,0.0,0.0,507.0,2383.0,1374.0,242.0,226.0,1878.0,401.0
01049,0.0,0.0,744.0,6443.0,2619.0,386.0,405.0,2729.0,1055.0
01051,107.0,54.0,1020.0,2264.0,3954.0,540.0,1033.0,2373.0,1429.0
01053,204.0,181.0,428.0,1606.0,1724.0,377.0,239.0,0.0,1695.0
01055,0.0,0.0,1078.0,4344.0,4830.0,935.0,604.0,7058.0,1838.0
01057,131.0,60.0,126.0,703.0,564.0,91.0,135.0,0.0,272.0
01059,87.0,88.0,217.0,4631.0,1131.0,387.0,0.0,141.0,527.0
01061,0.0,0.0,208.0,807.0,859.0,197.0,0.0,342.0,459.0
01063,34.0,0.0,91.0,476.0,220.0,22.0,0.0,0.0,209.0
01065,186.0,0.0,174.0,369.0,253.0,77.0,77.0,277.0,253.0
01067,265.0,0.0,226.0,515.0,310.0,112.0,262.0,0.0,317.0
01069,0.0,0.0,2158.0,4315.0,8093.0,1087.0,1404.0,8243.0,2615.0
01071,0.0,0.0,711.0,4648.0,2570.0,329.0,232.0,1823.0,812.0
01073,85.0,1219.0,19409.0,24443.0,37232.0,20047.0,20455.0,69550.0,16910.0
01075,0.0,0.0,73.0,1196.0,407.0,95.0,42.0,337.0,198.0
01077,0.0,0.0,1835.0,2365.0,4949.0,950.0,898.0,5089.0,1524.0
01079,0.0,0.0,469.0,644.0,850.0,313.0,0.0,628.0,496.0
01081,0.0,0.0,3260.0,7100.0,8041.0,1222.0,2172.0,8197.0,1999.0
01083,0.0,0.0,2659.0,8313.0,4689.0,533.0,848.0,1790.0,1054.0
01085,0.0,0.0,114.0,980.0,183.0,0.0,28.0,0.0,223.0
01087,63.0,0.0,88.0,0.0,362.0,65.0,0.0,1137.0,424.0
01089,344.0,139.0,7783.0,27046.0,22957.0,4155.0,45371.0,19753.0,22135.0
01091,360.0,0.0,509.0,1317.0,812.0,186.0,95.0,503.0,355.0
01093,72.0,30.0,127.0,4028.0,1190.0,350.0,72.0,1182.0,568.0
01095,300.0,11.0,1319.0,12715.0,5436.0,847.0,687.0,4753.0,1417.0
01097,670.0,406.0,12793.0,16823.0,19593.0,5269.0,8769.0,29847.0,7345.0
01099,222.0,29.0,173.0,1195.0,713.0,130.0,1.0,0.0,312.0
01101,104.0,28.0,5155.0,15109.0,12198.0,4223.0,6403.0,18116.0,20978.0
01103,65.0,99.0,3790.0,13573.0,5638.0,1322.0,1649.0,6231.0,2017.0
01105,26.0,0.0,46.0,366.0,148.0,29.0,0.0,252.0,262.0
01107,0.0,0.0,390.0,701.0,376.0,82.0,41.0,0.0,558.0
01109,0.0,0.0,385.0,2803.0,1691.0,347.0,817.0,1220.0,937.0
01111,0.0,0.0,180.0,1048.0,793.0,181.0,76.0,0.0,63.0
01113,49.0,29.0,689.0,2643.0,1995.0,483.0,283.0,1831.0,156.0
01115,92.0,0.0,1696.0,4000.0,3787.0,479.0,641.0,2200.0,1314.0
01117,162.0,302.0,5577.0,5366.0,10786.0,8353.0,6348.0,8580.0,2755.0
01119,51.0,0.0,32.0,346.0,231.0,54.0,5.0,0.0,256.0
01121,0.0,0.0,1092.0,10420.0,2729.0,555.0,463.0,15.0,1356.0
01123,0.0,0.0,619.0,2460.0,1647.0,196.0,306.0,2316.0,960.0
01125,156.0,1329.0,4829.0,18525.0,10864.0,1801.0,3426.0,10226.0,3311.0
01127,151.0,652.0,545.0,2601.0,3182.0,356.0,0.0,3492.0,932.0
01129,0.0,0.0,144.0,2536.0,300.0,47.0,0.0,0.0,262.0
01131,74.0,0.0,116.0,817.0,228.0,70.0,39.0,0.0,366.0
01133,0.0,0.0,238.0,3466.0,795.0,124.0,107.0,773.0,408.0
01999,0.0,169.0,6603.0,1.0,1247.0,10037.0,14735.0,4889.0,1907.0
02000,1553.0,12352.0,18605.0,11965.0,35506.0,6165.0,14505.0,52129.0,42579.0
02013,0.0,0.0,0.0,1275.0,41.0,0.0,4.0,0.0,177.0
02016,0.0,0.0,33.0,1823.0,130.0,0.0,5.0,93.0,393.0
02020,267.0,1676.0,8372.0,1876.0,15528.0,3767.0,9465.0,26299.0,15464.0
02050,0.0,0.0,76.0,0.0,795.0,19.0,12.0,0.0,1481.0
02060,0.0,0.0,0.0,634.0,73.0,0.0,14.0,0.0,127.0
02063,0.0,0.0,91.0,494.0,289.0,29.0,58.0,291.0,565.0
02066,0.0,0.0,23.0,0.0,123.0,0.0,0.0,0.0,165.0
02068,0.0,0.0,34.0,0.0,116.0,0.0,0.0,24.0,88.0
02070,0.0,0.0,2.0,211.0,204.0,7.0,0.0,584.0,359.0
02090,259.0,893.0,2879.0,684.0,4758.0,526.0,1346.0,5894.0,4341.0
02100,0.0,0.0,148.0,0.0,120.0,0.0,0.0,131.0,133.0
02105,0.0,0.0,0.0,44.0,81.0,0.0,0.0,45.0,189.0
02110,77.0,985.0,657.0,398.0,1723.0,155.0,519.0,2154.0,4767.0
02122,151.0,875.0,1018.0,1227.0,2901.0,289.0,537.0,3833.0,2660.0
02130,0.0,0.0,291.0,406.0,969.0,203.0,114.0,940.0,1367.0
02150,0.0,0.0,185.0,1092.0,522.0,62.0,22.0,826.0,683.0
02158,0.0,0.0,22.0,0.0,349.0,0.0,0.0,0.0,643.0
02164,0.0,0.0,10.0,0.0,26.0,0.0,0.0,0.0,246.0
02170,234.0,83.0,3508.0,508.0,4362.0,554.0,836.0,5680.0,2679.0
02180,0.0,78.0,12.0,0.0,340.0,142.0,13.0,0.0,707.0
02185,0.0,5613.0,490.0,12.0,273.0,0.0,385.0,0.0,1310.0
02188,0.0,0.0,100.0,0.0,203.0,0.0,0.0,0.0,449.0
02195,0.0,0.0,48.0,173.0,150.0,18.0,17.0,145.0,244.0
02198,0.0,0.0,35.0,117.0,194.0,31.0,0.0,0.0,677.0
02220,67.0,0.0,194.0,445.0,469.0,35.0,74.0,830.0,530.0
02230,0.0,0.0,30.0,69.0,192.0,0.0,0.0,0.0,123.0
02240,25.0,909.0,95.0,38.0,254.0,17.0,209.0,0.0,560.0
02275,0.0,0.0,0.0,65.0,118.0,0.0,9.0,0.0,139.0
02282,0.0,0.0,9.0,0.0,41.0,0.0,0.0,0.0,91.0
02290,37.0,13.0,19.0,0.0,106.0,6.0,0.0,0.0,838.0
02999,10.0,199.0,66.0,15.0,57.0,230.0,734.0,101.0,386.0
04000,22088.0,14681.0,228995.0,194917.0,345170.0,169463.0,177303.0,484745.0,158549.0
04001,0.0,0.0,668.0,80.0,1073.0,56.0,0.0,2424.0,5068.0
04003,982.0,39.0,2204.0,797.0,4602.0,588.0,2522.0,4562.0,5145.0
04005,151.0,52.0,3123.0,4059.0,7061.0,711.0,1738.0,9161.0,3673.0
04007,41.0,848.0,752.0,1164.0,2018.0,216.0,935.0,1474.0,2189.0
04009,0.0,0.0,488.0,208.0,1556.0,135.0,213.0,1397.0,1210.0
04011,18.0,0.0,365.0,0.0,211.0,0.0,10.0,0.0,30.0
04012,540.0,12.0,85.0,237.0,1647.0,49.0,28.0,211.0,981.0
04013,5850.0,2331.0,175555.0,141695.0,236419.0,141262.0,133970.0,345609.0,75397.0
04015,273.0,233.0,4395.0,2961.0,10070.0,1242.0,1110.0,9227.0,3821.0
04017,526.0,124.0,1510.0,323.0,4061.0,373.0,465.0,4292.0,4622.0
04019,446.0,2586.0,20881.0,28658.0,42286.0,9227.0,17939.0,67565.0,22475.0
04021,1831.0,1292.0,4679.0,6606.0,10779.0,1141.0,1658.0,5680.0,7389.0
04023,424.0,17.0,267.0,566.0,1879.0,171.0,179.0,663.0,2273.0
04025,394.0,1251.0,6003.0,3624.0,10016.0,1286.0,2140.0,12446.0,4467.0
04027,0.0,0.0,3903.0,2656.0,8381.0,2344.0,2403.0,8516.0,5808.0
04999,0.0,120.0,3264.0,934.0,3112.0,18.0,8.0,3805.0,1990.0
05000,11788.0,3491.0,72870.0,162060.0,143868.0,40520.0,52427.0,213887.0,57348.0
05001,153.0,0.0,273.0,4009.0,942.0,185.0,195.0,31.0,363.0
05003,0.0,0.0,611.0,1039.0,764.0,201.0,44.0,796.0,236.0
05005,0.0,0.0,707.0,2255.0,2487.0,574.0,53.0,4222.0,406.0
05007,686.0,75.0,8645.0,13174.0,14141.0,2892.0,9757.0,14025.0,2656.0
05009,8.0,0.0,890.0,1575.0,2201.0,338.0,217.0,2429.0,445.0
05011,0.0,0.0,81.0,916.0,306.0,103.0,68.0,280.0,153.0
05013,0.0,0.0,129.0,2521.0,0.0,11.0,11.0,61.0,85.0
05015,0.0,0.0,456.0,3609.0,1087.0,334.0,9.0,866.0,457.0
05017,220.0,0.0,15.0,0.0,270.0,69.0,44.0,171.0,358.0
05019,0.0,0.0,135.0,1351.0,1120.0,195.0,230.0,230.0,258.0
05021,0.0,0.0,136.0,148.0,360.0,81.0,56.0,715.0,240.0
05023,0.0,0.0,323.0,1244.0,1143.0,197.0,27.0,843.0,249.0
05025,0.0,0.0,15.0,0.0,57.0,0.0,0.0,275.0,59.0
05027,69.0,307.0,183.0,1983.0,933.0,290.0,90.0,50.0,230.0
05029,159.0,33.0,598.0,1079.0,803.0,118.0,105.0,36.0,278.0
05031,0.0,0.0,2732.0,7498.0,6534.0,1180.0,1282.0,13019.0,1220.0
05033,0.0,0.0,1321.0,4656.0,2132.0,355.0,409.0,1854.0,451.0
05035,0.0,0.0,355.0,2226.0,1812.0,245.0,228.0,1983.0,767.0
05037,234.0,0.0,375.0,280.0,751.0,134.0,89.0,25.0,189.0
05039,77.0,0.0,78.0,519.0,306.0,58.0,11.0,12.0,128.0
05041,271.0,0.0,89.0,927.0,452.0,125.0,53.0,612.0,242.0
05043,253.0,0.0,177.0,851.0,872.0,173.0,125.0,1307.0,266.0
05045,44.0,158.0,3853.0,3219.0,6416.0,1121.0,1429.0,9092.0,1067.0
05047,73.0,24.0,208.0,1029.0,738.0,87.0,19.0,588.0,277.0
05049,0.0,0.0,0.0,120.0,160.0,71.0,0.0,160.0,150.0
05051,75.0,157.0,2120.0,2151.0,6025.0,880.0,1058.0,8112.0,1007.0
05053,0.0,0.0,377.0,1524.0,575.0,141.0,79.0,20.0,248.0
05055,0.0,0.0,844.0,4561.0,1927.0,456.0,234.0,2277.0,335.0
05057,0.0,0.0,464.0,2158.0,748.0,107.0,258.0,46.0,354.0
05059,88.0,74.0,241.0,1529.0,904.0,177.0,101.0,24.0,815.0
05061,0.0,0.0,195.0,2604.0,527.0,106.0,5.0,12.0,244.0
05063,215.0,35.0,902.0,3670.0,1956.0,570.0,0.0,4047.0,340.0
05065,0.0,0.0,95.0,137.0,341.0,74.0,191.0,591.0,374.0
05067,0.0,0.0,195.0,915.0,704.0,111.0,102.0,713.0,745.0
05069,166.0,0.0,824.0,4100.0,2766.0,634.0,56.0,204.0,3390.0
05071,0.0,0.0,237.0,1808.0,999.0,112.0,0.0,31.0,396.0
05073,70.0,10.0,92.0,45.0,105.0,0.0,23.0,178.0,120.0
05075,136.0,55.0,179.0,298.0,497.0,79.0,0.0,285.0,291.0
05077,163.0,0.0,23.0,0.0,181.0,23.0,25.0,18.0,432.0
05079,0.0,0.0,127.0,319.0,133.0,48.0,18.0,320.0,903.0
05081,0.0,0.0,44.0,967.0,380.0,40.0,19.0,437.0,150.0
05083,40.0,68.0,198.0,1112.0,814.0,140.0,42.0,976.0,324.0
05085,0.0,0.0,1105.0,1352.0,2327.0,580.0,282.0,2250.0,850.0
05087,0.0,0.0,189.0,1170.0,533.0,69.0,36.0,21.0,195.0
05089,0.0,0.0,27.0,1112.0,494.0,107.0,67.0,278.0,169.0
05091,69.0,165.0,719.0,2410.0,1297.0,211.0,0.0,1438.0,651.0
05093,486.0,0.0,2346.0,6880.0,1562.0,222.0,154.0,306.0,733.0
05095,86.0,0.0,47.0,99.0,233.0,59.0,16.0,356.0,152.0
05097,0.0,0.0,94.0,55.0,171.0,32.0,0.0,163.0,138.0
05099,40.0,0.0,22.0,0.0,282.0,46.0,15.0,249.0,91.0
05101,14.0,0.0,14.0,35.0,124.0,0.0,10.0,33.0,143.0
05103,82.0,126.0,492.0,1094.0,925.0,158.0,0.0,46.0,357.0
05105,0.0,0.0,79.0,27.0,134.0,17.0,17.0,17.0,115.0
05107,335.0,0.0,111.0,354.0,584.0,143.0,1.0,710.0,212.0
05109,0.0,0.0,63.0,407.0,323.0,152.0,66.0,24.0,173.0
05111,0.0,0.0,124.0,718.0,715.0,85.0,51.0,677.0,293.0
05113,0.0,0.0,245.0,1262.0,915.0,169.0,0.0,346.0,272.0
05115,0.0,0.0,1706.0,5007.0,3060.0,603.0,673.0,3428.0,611.0
05117,144.0,0.0,65.0,148.0,206.0,38.0,34.0,296.0,152.0
05119,212.0,602.0,11778.0,13299.0,25274.0,13565.0,13552.0,56920.0,19063.0
05121,248.0,0.0,105.0,1624.0,583.0,97.0,0.0,243.0,266.0
05123,174.0,0.0,54.0,0.0,872.0,130.0,0.0,80.0,901.0
05125,0.0,0.0,2769.0,1472.0,4728.0,664.0,860.0,5613.0,957.0
05127,0.0,0.0,15.0,1235.0,243.0,33.0,12.0,342.0,191.0
05129,0.0,0.0,0.0,82.0,174.0,29.0,25.0,342.0,123.0
05131,9.0,205.0,3221.0,12906.0,7699.0,1496.0,1562.0,12086.0,2020.0
05133,115.0,0.0,179.0,0.0,601.0,141.0,7.0,580.0,264.0
05135,0.0,0.0,133.0,292.0,740.0,158.0,0.0,25.0,271.0
05137,10.0,0.0,32.0,211.0,487.0,98.0,33.0,43.0,174.0
05139,103.0,227.0,1434.0,2791.0,2022.0,403.0,8.0,2123.0,538.0
05141,86.0,18.0,169.0,158.0,651.0,102.0,92.0,766.0,232.0
05143,0.0,0.0,8143.0,13489.0,13949.0,2506.0,4960.0,18991.0,3430.0
05145,158.0,317.0,1718.0,2557.0,3723.0,689.0,553.0,4522.0,718.0
05147,0.0,0.0,45.0,202.0,172.0,30.0,0.0,99.0,146.0
05149,199.0,0.0,282.0,2359.0,553.0,153.0,25.0,249.0,246.0
05999,60.0,255.0,5336.0,434.0,0.0,4622.0,10028.0,3318.0,808.0
06000,410589.0,16498.0,923869.0,1246713.0,1592472.0,501463.0,1422641.0,3040814.0,901396.0
06001,702.0,165.0,47873.0,90528.0,62501.0,14561.0,78285.0,134041.0,31317.0
06003,0.0,0.0,5.0,0.0,17.0,0.0,23.0,0.0,156.0
06005,291.0,275.0,518.0,770.0,1436.0,191.0,292.0,1677.0,2857.0
06007,2773.0,43.0,4046.0,3734.0,9180.0,1277.0,2076.0,19431.0,4304.0
06009,0.0,0.0,1033.0,305.0,1283.0,94.0,562.0,1679.0,1360.0
06011,5.0,0.0,124.0,981.0,656.0,83.0,6.0,809.0,1174.0
06013,781.0,137.0,27763.0,13313.0,40401.0,15633.0,25133.0,81059.0,14764.0
06015,301.0,0.0,279.0,173.0,1071.0,66.0,0.0,1648.0,2111.0
06017,473.0,23.0,6232.0,2718.0,6556.0,2268.0,2781.0,7977.0,3935.0
06019,41877.0,229.0,23020.0,26232.0,39267.0,6680.0,11639.0,85111.0,26241.0
06021,2281.0,39.0,293.0,736.0,957.0,116.0,130.0,109.0,1046.0
06023,15.0,0.0,2619.0,2198.0,6040.0,1115.0,1386.0,11334.0,6062.0
06025,8571.0,343.0,1788.0,2197.0,8272.0,633.0,1065.0,12970.0,8665.0
06027,31.0,25.0,266.0,331.0,863.0,56.0,198.0,1394.0,1438.0
06029,57420.0,6717.0,15908.0,13194.0,32170.0,4444.0,10772.0,50008.0,29369.0
06031,0.0,0.0,1161.0,4649.0,4513.0,435.0,1102.0,9569.0,6727.0
06033,0.0,0.0,916.0,344.0,2234.0,172.0,327.0,5297.0,1519.0
06035,391.0,0.0,193.0,27.0,864.0,66.0,8.0,1218.0,3818.0
06037,4680.0,1644.0,152697.0,309659.0,398277.0,118498.0,306557.0,878520.0,176546.0
06039,12548.0,135.0,2388.0,3448.0,4173.0,385.0,908.0,9412.0,5209.0
06041,22.0,0.0,7597.0,4089.0,13209.0,2965.0,8461.0,19382.0,6241.0
06043,0.0,0.0,253.0,92.0,322.0,12.0,109.0,663.0,1001.0
06045,0.0,0.0,1531.0,2223.0,4166.0,462.0,678.0,6207.0,2840.0
06047,0.0,0.0,3423.0,9214.0,8505.0,1070.0,1057.0,11734.0,4430.0
06049,336.0,0.0,105.0,9.0,178.0,35.0,64.0,267.0,475.0
06051,0.0,0.0,506.0,146.0,558.0,24.0,2.0,577.0,725.0
06053,55543.0,211.0,7720.0,4686.0,16275.0,2052.0,5215.0,24313.0,14574.0
06055,6220.0,12.0,4159.0,14998.0,6329.0,1199.0,2256.0,12174.0,3352.0
06057,263.0,20.0,3641.0,1270.0,4123.0,557.0,1921.0,6215.0,2167.0
06059,1703.0,405.0,105744.0,154394.0,143946.0,61430.0,136832.0,237422.0,45469.0
06061,0.0,0.0,19417.0,7094.0,22000.0,6413.0,11723.0,34159.0,6915.0
06063,0.0,0.0,435.0,473.0,606.0,106.0,193.0,1279.0,854.0
06065,11116.0,458.0,74196.0,44445.0,94421.0,9667.0,23161.0,136798.0,44377.0
06067,3230.0,66.0,45789.0,23047.0,60960.0,18674.0,44176.0,137578.0,126343.0
06069,1817.0,29.0,1638.0,2973.0,1541.0,225.0,0.0,2159.0,999.0
06071,2384.0,1083.0,41350.0,50335.0,89430.0,15280.0,23297.0,147710.0,39558.0
06073,9089.0,323.0,90884.0,111934.0,138909.0,39970.0,150658.0,245614.0,82587.0
06075,185.0,14.0,22162.0,10749.0,32653.0,39425.0,135062.0,109516.0,33117.0
06077,14201.0,30.0,15002.0,23346.0,27006.0,3946.0,5361.0,41659.0,14898.0
06079,5619.0,80.0,8784.0,8328.0,13380.0,1828.0,5579.0,18124.0,8640.0
06081,1324.0,64.0,16551.0,20583.0,29334.0,16419.0,71088.0,49426.0,9996.0
06083,29599.0,579.0,10373.0,12480.0,18491.0,3521.0,12330.0,30477.0,8861.0
06085,3027.0,157.0,52095.0,122461.0,70750.0,20630.0,160462.0,165427.0,28412.0
06087,7440.0,23.0,5412.0,7903.0,10518.0,1643.0,4379.0,17577.0,4409.0
06089,0.0,0.0,4244.0,2964.0,8962.0,2081.0,2253.0,16712.0,5959.0
06091,0.0,0.0,17.0,0.0,30.0,13.0,1.0,0.0,162.0
06093,1189.0,21.0,706.0,758.0,1525.0,178.0,274.0,2579.0,1755.0
06095,1474.0,223.0,11137.0,11178.0,17678.0,2879.0,4136.0,30999.0,10324.0
06097,6193.0,156.0,16465.0,21085.0,22471.0,3756.0,8799.0,34761.0,7907.0
06099,12469.0,127.0,11192.0,22977.0,22658.0,2692.0,5599.0,38333.0,5620.0
06101,3800.0,23.0,1643.0,1387.0,4347.0,564.0,668.0,5428.0,1651.0
06103,0.0,0.0,955.0,1789.0,2117.0,168.0,226.0,3490.0,1528.0
06105,0.0,0.0,113.0,181.0,327.0,32.0,68.0,421.0,654.0
06107,36133.0,79.0,7402.0,13152.0,16958.0,1979.0,2581.0,27975.0,7989.0
06109,175.0,84.0,962.0,782.0,2365.0,213.0,0.0,2977.0,2973.0
06111,24624.0,1009.0,18074.0,27265.0,35893.0,10296.0,18347.0,53410.0,16059.0
06113,4749.0,79.0,5197.0,6862.0,7925.0,931.0,4548.0,11420.0,8356.0
06115,0.0,0.0,972.0,879.0,1899.0,0.0,573.0,4070.0,3318.0
06999,848.0,961.0,16864.0,22646.0,18983.0,61.0,126092.0,37159.0,7291.0
08000,17586.0,21678.0,190481.0,149124.0,274612.0,112585.0,292683.0,390088.0,166236.0
08001,896.0,985.0,26566.0,13483.0,21903.0,3406.0,9521.0,34810.0,10418.0
08003,0.0,0.0,475.0,133.0,1090.0,277.0,190.0,9.0,777.0
08005,166.0,442.0,24902.0,8493.0,32197.0,21848.0,39596.0,51385.0,15361.0
08007,34.0,11.0,574.0,67.0,798.0,96.0,133.0,212.0,394.0
08009,89.0,3.0,59.0,0.0,146.0,40.0,0.0,318.0,158.0
08011,52.0,0.0,5.0,0.0,78.0,58.0,12.0,103.0,148.0
08013,655.0,217.0,5503.0,20839.0,16617.0,3972.0,34845.0,23669.0,8633.0
08014,0.0,0.0,1691.0,3860.0,4093.0,1682.0,6448.0,4356.0,1531.0
08015,0.0,0.0,733.0,296.0,1414.0,215.0,405.0,1068.0,1051.0
08017,73.0,71.0,6.0,0.0,47.0,0.0,6.0,112.0,75.0
08019,0.0,0.0,116.0,121.0,270.0,19.0,140.0,0.0,394.0
08021,94.0,28.0,146.0,42.0,236.0,27.0,36.0,241.0,226.0
08023,135.0,0.0,3.0,0.0,78.0,0.0,13.0,0.0,180.0
08025,0.0,0.0,15.0,0.0,79.0,0.0,4.0,76.0,414.0
08027,0.0,0.0,81.0,55.0,165.0,16.0,64.0,11.0,120.0
08029,420.0,12.0,604.0,720.0,1212.0,352.0,219.0,1622.0,844.0
08031,1426.0,5259.0,23012.0,18810.0,32172.0,30627.0,78729.0,65959.0,32331.0
08033,0.0,0.0,22.0,18.0,69.0,0.0,12.0,7.0,107.0
08035,245.0,133.0,11156.0,2463.0,17666.0,12087.0,18456.0,17103.0,4285.0
08037,41.0,25.0,3806.0,371.0,3577.0,468.0,1448.0,3503.0,1761.0
08039,63.0,50.0,1020.0,131.0,571.0,114.0,347.0,128.0,392.0
08041,422.0,62.0,17831.0,12121.0,32478.0,13119.0,33968.0,52640.0,15640.0
08043,64.0,64.0,817.0,599.0,1647.0,213.0,480.0,2327.0,3961.0
08045,168.0,962.0,3826.0,379.0,3140.0,537.0,1450.0,3962.0,1903.0
08047,0.0,0.0,68.0,0.0,0.0,9.0,57.0,41.0,382.0
08049,0.0,0.0,800.0,134.0,841.0,96.0,207.0,494.0,596.0
08051,0.0,0.0,1014.0,199.0,1061.0,122.0,459.0,858.0,745.0
08053,0.0,0.0,21.0,0.0,34.0,0.0,0.0,0.0,74.0
08055,24.0,0.0,69.0,86.0,289.0,19.0,35.0,0.0,249.0
08057,0.0,0.0,6.0,0.0,98.0,0.0,28.0,16.0,110.0
08059,456.0,361.0,18074.0,19783.0,28415.0,6485.0,29831.0,32376.0,17479.0
08061,54.0,0.0,14.0,0.0,92.0,0.0,0.0,82.0,61.0
08063,408.0,21.0,109.0,97.0,364.0,103.0,64.0,126.0,296.0
08065,0.0,0.0,184.0,0.0,237.0,17.0,0.0,165.0,424.0
08067,85.0,393.0,2046.0,791.0,3454.0,769.0,1583.0,3289.0,2889.0
08069,900.0,495.0,11112.0,14721.0,19157.0,3561.0,13424.0,28317.0,9442.0
08071,27.0,233.0,190.0,46.0,812.0,149.0,102.0,815.0,617.0
08073,0.0,0.0,36.0,0.0,318.0,67.0,29.0,285.0,652.0
08075,302.0,106.0,318.0,320.0,1018.0,156.0,115.0,11.0,1274.0
08077,313.0,1526.0,5298.0,3097.0,8843.0,1615.0,2621.0,13459.0,4031.0
08079,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,57.0
08081,28.0,355.0,393.0,90.0,803.0,73.0,112.0,610.0,518.0
08083,121.0,55.0,570.0,310.0,1503.0,170.0,259.0,1599.0,1170.0
08085,251.0,14.0,2089.0,1106.0,2341.0,317.0,589.0,3151.0,1144.0
08087,861.0,217.0,760.0,3430.0,1328.0,257.0,132.0,20.0,943.0
08089,237.0,2.0,224.0,486.0,688.0,150.0,110.0,1206.0,538.0
08091,0.0,0.0,161.0,82.0,219.0,48.0,109.0,49.0,235.0
08093,30.0,25.0,310.0,99.0,445.0,32.0,236.0,127.0,459.0
08095,408.0,0.0,58.0,13.0,126.0,42.0,63.0,239.0,212.0
08097,0.0,0.0,775.0,108.0,1436.0,254.0,888.0,950.0,1607.0
08099,0.0,0.0,161.0,322.0,711.0,190.0,0.0,287.0,534.0
08101,0.0,0.0,4071.0,5008.0,7957.0,1125.0,2508.0,13941.0,4799.0
08103,43.0,506.0,151.0,71.0,228.0,44.0,0.0,371.0,374.0
08105,827.0,0.0,193.0,154.0,387.0,98.0,87.0,70.0,462.0
08107,136.0,230.0,1521.0,200.0,1835.0,354.0,744.0,1985.0,1057.0
08109,361.0,0.0,66.0,58.0,132.0,0.0,25.0,108.0,220.0
08111,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,56.0
08113,9.0,24.0,523.0,140.0,569.0,82.0,247.0,220.0,517.0
08115,76.0,0.0,24.0,47.0,94.0,0.0,7.0,115.0,113.0
08117,0.0,0.0,1327.0,401.0,2795.0,222.0,877.0,1263.0,1824.0
08119,7.0,0.0,392.0,0.0,1045.0,142.0,549.0,732.0,618.0
08121,0.0,0.0,6.0,0.0,137.0,45.0,14.0,90.0,173.0
08123,3935.0,6577.0,13695.0,13934.0,11287.0,2796.0,4416.0,11017.0,6902.0
08125,0.0,0.0,156.0,139.0,429.0,179.0,0.0,303.0,318.0
08999,0.0,0.0,284.0,83.0,1187.0,3471.0,5293.0,855.0,962.0
09000,5358.0,479.0,67248.0,155997.0,165677.0,96500.0,102116.0,310250.0,58979.0
09110,1636.0,71.0,20015.0,50027.0,45076.0,42327.0,33513.0,95216.0,25591.0
09120,0.0,0.0,310.0,13415.0,11048.0,3365.0,4936.0,26234.0,3746.0
09130,0.0,0.0,4428.0,9378.0,7789.0,1579.0,3774.0,15076.0,2501.0
09140,577.0,46.0,8248.0,18123.0,18293.0,4005.0,7007.0,34043.0,4809.0
09150,340.0,0.0,1080.0,5550.0,3520.0,481.0,811.0,4823.0,1002.0
09160,331.0,0.0,2101.0,4302.0,4530.0,732.0,1166.0,7381.0,1149.0
09170,680.0,28.0,10752.0,19584.0,26239.0,6704.0,13007.0,58898.0,7762.0
09180,1147.0,68.0,3863.0,21569.0,14229.0,1669.0,5661.0,21311.0,5390.0
09190,0.0,0.0,10396.0,13497.0,33575.0,25489.0,24086.0,45140.0,6088.0
